공고종목,지역,발주기관,기초금액(원),추정가격(원),낙찰하한율(%),예정가격(원),예가/기초(%),낙찰하한가(원),투찰/기초(%),A값(원),순공사원가(원),복수예비가_1,복수예비가_2,복수예비가_3,복수예비가_4,투찰율(%),기초대비(%),업체사정율(%),투찰금액(원)
석면해체,충남,육군훈련소,247688590,225171445,87.745,249552103,100.7523,221056943,89.247,17033455.0,215325900,242734819,250695146,252136087,252642361,87.7679,89.2694,100.7769,221110280
석면해체,충남,국방부계룡대근무지원단,6300000,5793636,87.745,6270590,100.0,5502130,87.0,,,6174000,6240335,6291566,6376462,87.7553,87.3457,99.5449,5502780
석면해체,충남,충청남도서산교육지원청,40006000,36369091,87.745,39954650,99.8716,35058208,87.632,,,40677400,39237100,40214100,39690000,87.8488,87.7361,99.9899,35099720
석면해체,충남,충청남도교육청 복자여자고등학교 ,399025000,362750000,87.745,403601850,101.147,357470246,89.585,27170965.0,,409020600,393203300,401367300,410816200,87.7722,89.6116,101.1762,357572802
"석면해체,비계구조[대]",충남,충청남도 천안시,228261000,207510000,87.745,228117825,99.9372,201855478,88.431,13818784.0,,229596400,232591200,227083200,223200500,87.7606,88.4465,99.954,201889000
석면해체,충남,충청남도천안교육지원청,234006000,212732727,87.745,229910950,98.25,203382622,86.913,13441524.0,,233306400,227514700,230900800,227921900,87.9788,87.1297,98.4965,203888800
석면해체,충남,한국폴리텍IV홍성대학,113915000,103559091,87.745,114539875,100.5485,100503014,88.226,,,113093700,113976600,115924500,115164700,87.7532,88.2346,100.5579,100512460
비계구조[대],충남,충청남도 서산시,25260000,22963637,87.745,25147475,99.5545,22065652,87.354,,,25538200,25164100,25192400,24695200,87.8815,87.4901,99.7095,22100000
비계구조[대],충남,충청남도 서산시,35720000,32472728,87.745,35740225,100.0566,31360261,87.794,,,35021000,36727000,35527900,35685000,87.9601,88.01,100.302,31437172
비계구조[대],충남,충청남도 서산시,68960000,62690909,87.745,68974175,100.0205,60521390,87.763,,,68964200,70268200,68462800,68201500,87.818,87.836,100.1037,60571760
석면해체,충남,제32보병사단,9690020,8985290,87.745,9690170,100.0015,8502640,87.746,,,9545698,9676299,9730205,9808480,87.7456,87.7469,100.0022,8502700
비계구조[대],충남,충청남도 공주시,254464000,231330909,87.745,253806900,99.7417,224802565,88.343,17133418.0,,254306300,260082600,248705500,252133200,87.7469,88.3453,99.7437,224807095
비계구조[대],충남,육군훈련소,50364250,45785681,87.745,50215882,99.7054,44061926,87.486,,,49743374,50018097,50266862,50835198,87.7698,87.5112,99.7335,44074380
석면해체,"강원,충북,충남",한국철도공사 회계통합센터,102773000,93430000,87.745,102417200,99.6538,89865973,87.441,,,103908700,101587000,103045400,101127700,87.7514,87.4476,99.661,89872555
석면해체,충남,제32보병사단,42597058,39499090,87.745,42400619,99.5388,37204424,87.34,,,42170755,42308646,42526017,42597058,87.7692,87.3645,99.5664,37214723
석면해체,충남,공주대학교,173459000,157690000,87.745,174318975,100.4957,152956185,88.18,,,170805100,174803400,176461600,175205800,87.7484,88.1835,100.4997,152962267
비계구조[대],전국,한전KPS(주) 신성장사업본부파주사업소,7898000,7180000,87.745,7850923,99.4039,6888793,87.221,,,7769162,7859761,8032347,7742419,88.1247,87.5994,99.834,6918603
"석면해체,비계구조[대]",충남,충청남도 서산시,70870000,64427273,87.745,69689900,98.3348,61149403,86.283,,,70232200,70472500,68999100,69055800,88.2574,86.7877,98.9091,61506507
"석면해체,비계구조[대]",충남,과학기술정보통신부 우정사업본부 우정사업조달센터,70599000,65490910,87.745,71110575,101.0,62395975,88.0,,,71413800,70258100,71979300,70791100,87.7499,88.3858,100.7303,62399500
"석면해체,비계구조[대]",충남,충청남도 서산시,47770000,43427273,87.745,48194250,100.8881,42288045,88.524,,,47441900,48461800,48095800,48777500,88.141,88.9238,101.3434,42478920
"석면해체,비계구조[대]",충남,충청남도 서산시,65760000,59781819,87.745,65018425,98.8723,57050418,86.755,,,65899500,65113600,64327100,64733500,87.7843,86.7944,98.9166,57076000
"석면해체,비계구조[대]",충남,충청남도 서산시,88120000,80109091,87.745,88107300,99.9855,77309751,87.732,,,90246400,89084100,86178800,86919900,87.8826,87.8699,100.1424,77431000
석면해체,충남,국방부계룡대근무지원단,5070000,4614545,87.745,5010890,98.8341,4396806,86.722,,,4968600,4992095,5035968,5046899,87.9149,86.89,99.0255,4405323
비계구조[대],충남,충청남도 보령시,257810000,234372727,87.745,259037200,100.476,228274921,88.543,8019004.0,,264440900,257954400,251926800,261826700,87.747,88.5458,100.4783,228280110
"석면해체,비계구조[대]",충남,충청남도 서산시,44716000,40651282,87.745,44227400,98.9073,38807333,86.786,,,43743000,44083800,43663400,45419400,87.7532,86.7944,98.9166,38811000
"석면해체,비계구조[대]",충남,충청남도 서산시,48790000,44354743,87.745,48321175,99.039,42399416,86.901,,,47651300,48279700,49504300,47849400,87.9531,87.108,99.274,42500000
석면해체,충남,국방부계룡대근무지원단,6800000,6240000,87.745,6875674,101.1128,6033061,88.721,,,6831351,6846844,6903805,6920696,87.8006,88.7777,101.177,6036888
석면해체,충남,국방부계룡대근무지원단,3190000,2906363,87.745,3196301,100.1975,2804595,87.918,,,3142695,3175842,3212867,3253800,87.7576,87.931,100.212,2805000
비계구조[대],전국,한전KPS(주) 발전안전사업본부서인천사업처,229765800,208878000,87.745,229835717,100.0304,203923828,88.752,18396390.0,198932271,229732649,227350589,233901156,228358474,87.8346,88.8354,100.1244,204113480
"석면해체,비계구조[대]",충남,과학기술정보통신부 우정사업본부 우정사업조달센터,46133000,42795455,87.745,46186800,100.1166,40526608,87.847,,,45445200,46971300,46496600,45834100,87.748,87.8503,100.12,40528000
"석면해체,비계구조[대]",충남,과학기술정보통신부 우정사업본부 우정사업조달센터,79329000,73589091,87.745,79713575,100.4847,69944677,88.17,,,80814900,78395300,80326200,79317900,87.7536,88.1791,100.4947,69951600
석면해체,충남,공주대학교,125202000,113820000,87.745,125010800,99.8472,109690727,88.0,,,124537200,127053800,123304000,125148200,87.7451,87.6111,99.8474,109690930
석면해체,충남,육군훈련소,247688590,225171445,87.745,248139584,100.182,219817528,88.747,17033455.0,215325900,243898680,247244974,248772324,252642361,88.0,89.0,100.0,219819851
비계구조[대],"충북,충남,세종",한국지능정보사회진흥원,41498039,38480000,87.745,41530050,100.0,36690546,88.0,2040009.0,32063747,42242100,40971900,41528000,41378200,88.0,88.0,100.0,36695700
비계구조[대],전국,한전KPS(주) 원전사업본부 고리2사업처,180840000,164400000,87.745,179879039,99.0,159591946,88.0,14337679.0,134867833,177245432,180032118,178659287,183579317,88.0,88.0,100.0,159680730
비계구조[대],전국,한전KPS(주) 원전사업본부 고리2사업처,183436000,166760000,87.745,184039763,100.3291,163268049,89.005,14543927.0,136807899,184457165,183126000,181588209,186987676,87.8027,89.0588,100.3899,163366000
비계구조[대],충남,충청남도보령교육지원청,296372000,269429091,87.745,291436000,98.3345,257683627,86.946,16018836.0,,289908200,288307800,296502500,291025500,88.0,87.0,99.0,258227599
석면해체,충남,육군군수사령부,570937000,519033636,86.745,570954650,100.0,500840451,88.0,41990489.0,492008291,563711047,565336236,576577104,578194215,87.0,88.0,100.0,501058407
비계구조[대],전국,한국중부발전(주) 보령발전본부,3193948010,2903589100,86.745,3197488811,100.0,2811011710,88.0,281780763.0,2650921690,3201628097,3191887518,3142299265,3254140361,86.9015,88.0,100.0,2815575000
비계구조[대],전국,한전KPS(주) 발전안전사업본부태안사업처,220029700,200027000,87.745,219022884,100.0,194009577,88.0,14915926.0,"188,705,33",218136294,221823481,216312422,219819339,87.8006,88.2258,99.6011,194123060
석면해체,충남,국방부계룡대근무지원단,4150000,3777272,87.745,4164370,100.3462,3654027,88.048,,,4087446,4131952,4213349,4224735,87.7461,88.05,100.3475,3654075
석면해체,충남,국방부계룡대근무지원단,6940000,6312727,87.745,6903655,99.4762,6057613,87.285,,,6801200,6852554,6970074,6990793,87.765,87.3054,99.499,6058998
비계구조[대],전국,한전KPS(주) 발전안전사업본부서울사업소,207900000,189000000,87.745,206649728,99.3986,183013354,88.029,13778459.0,180795877,205458740,208474459,208551618,204114095,87.8719,88.1472,99.5328,183258200
비계구조[대],전국,한전KPS(주) 원전사업본부 월성1사업소,174724000,158840000,87.745,175224636,100.2865,153750857,87.996,,,177364131,172119019,173219366,178196028,87.7515,88.0029,100.294,153762311
비계구조[대],전국,한전KPS(주) 발전안전사업본부삼천포사업처,46827000,42570000,87.745,46727724,99.7879,41326496,88.253,2654053.0,38415523,46335287,46942303,46836983,46796321,87.7883,88.2943,99.8344,41345600
석면해체,충남,한국기술교육대학교,46325000,42114000,87.745,46130850,99.5808,40477515,87.377,,,45802500,45948900,45722400,47049600,87.7807,87.4128,99.6214,40494019
석면해체,충남,충청남도교육청 한일고등학교,196818000,178925455,87.745,193776725,98.4547,171538034,87.155,12310455.0,,191181200,193232000,195654900,195038800,87.7917,87.1987,98.5038,171622800
석면해체,충남,충청남도보령교육지원청,223251000,202955454,87.745,222627625,100.0,197064855,88.0,14037084.0,,218440000,225110700,229716400,217243400,88.0,88.0,100.0,197187700
석면해체,충남,충청남도교육청 서령고등학교,311935000,283577273,87.745,313631225,101.0,277578522,89.0,19443522.0,,309018500,314857900,310955600,319692900,88.0,89.0,101.0,277592550
석면해체,전국,국군재정관리단,1379758823,1279412728,86.745,1367432067,99.0,1199329515,87.0,99212132.0,1221655854,1352163647,1358555353,1366215308,1392793960,87.0,87.0,99.0,1199433000
석면해체,충남,육군인사사령부,9758823,9049090,87.745,9739585,100.0,8545999,88.0,,,9614094,9690747,9718693,9934806,88.0,88.0,100.0,8548734
석면해체,충남,충청남도교육청 충청남도부여교육지원청,183679000,166980909,87.745,182829075,100.0,161827527,88.0,11457811.0,,179270800,185664600,181963500,184417400,88.0,88.0,100.0,161848977
석면해체,전국,국군재정관리단,1247597058,1156863272,86.745,1246538450,100.0,1093480880,87.646,91822714.0,1117015645,1228614156,1242064903,1245459988,1270014755,87.0,88.0,100.0,1093803700
석면해체,충남,충청남도아산교육지원청,192992000,175447272,87.745,194979850,101.0,172542507,89.403,11892594.0,,191681600,197073800,197239800,193924200,88.0,89.0,101.0,172698400
석면해체,충남,충청남도아산교육지원청,186447000,169497272,87.745,189969500,102.0,168189877,90.0,12249196.0,,187535900,190761400,191492300,190088400,88.0,90.0,102.0,168243000
석면해체,충남,충청남도보령교육지원청,267300000,243000000,87.745,267441725,100.0,236731320,89.0,16846818.0,,269443800,271405800,267591400,261325900,88.0,89.0,100.0,236862140
석면해체,충남,국군제1068부대,13633000,12394105,87.745,13762827,100.9522,12076193,88.58,,,13469229,13799663,13876758,13905660,87.8017,88.6378,101.0175,12084000
석면해체,충남,충청남도교육청 천안상업고등학교,340589000,309626364,87.745,338815425,99.0,300191861,88.0,23649659.0,,338330900,331256900,341597200,344076700,88.0,88.0,100.0,300350000
석면해체,충남,충청남도교육청 논산대건고등학교,258388000,234899673,87.745,259720050,101.0,228735014,89.0,6884178.0,,264827100,253556200,265157800,255339100,88.0,89.0,101.0,228742000
석면해체,충남,충청남도천안교육지원청,404437000,367670000,87.745,407952625,101.0,361075823,89.278,25440975.0,,405836400,409872700,407211500,408889900,88.0,89.0,101.0,361454800
석면해체,충남,충청남도논산교육청 기민중학교,205643000,186948180,87.745,203767575,99.0,179222375,87.0,3480343.0,,204425600,203658600,199630000,207356100,88.0,87.0,99.0,179306697
석면해체,충남,충청남도교육청 한일고등학교,196170000,178336364,87.745,194108275,99.0,170978749,87.0,5372845.0,,193313800,196715400,190720400,195683500,88.0,87.0,99.0,171035533
석면해체,충남,충청남도서산교육지원청,519934000,472667273,87.745,519375125,100.0,459737305,88.0,32734403.0,,505443500,525965300,515473000,530618700,88.0,88.0,100.0,460000000
석면해체,충남,충청남도천안교육지원청,359685000,326986364,87.745,354063150,98.0,313436186,87.0,22549769.0,,351178500,358688700,349315300,357070100,88.0,87.0,98.7661,314475000
석면해체,충남,충청남도천안교육지원청,351102000,319183637,87.745,48609225,99.0,308584965,88.0,22013874.0,,352924300,342686100,351888500,346938000,88.0,88.0,99.0,308615422
석면해체,충남,충청남도서산교육지원청,299446000,272223637,87.745,297909150,99.0,263678698,88.0,18590895.0,,296364800,294906400,299377200,300988200,88.0,88.0,99.0,263707110
석면해체,충남,충청남도천안교육지원청,359613000,326920900,87.745,357718800,99.4732,316621961,88.0,22371275.0,,354585700,49669800,368024400,358595300,88.0,88.0,99.0,316675208
석면해체,충남,충청남도논산계룡교육지원청,309274000,281158182,87.745,308548025,99.7652,273060620,88.29,18973109.0,,311330700,307183400,314788400,300889600,87.7458,88.2916,99.7661,273063000
석면해체,충남,충청남도천안교육지원청,264433000,240393636,87.745,260852625,98.646,230919932,87.326,16603801.0,,258538800,261180500,265757900,257933300,87.7551,87.3358,99.0,230944800
석면해체,충남,충청남도천안교육지원청,288860000,262600000,87.745,286517375,99.189,253574968,87.784,17709477.0,,284680200,284221000,291220000,285948300,87.7669,87.8051,99.2123,253633998
석면해체,충남,충청남도서산교육지원청,422712000,384283637,87.745,423675825,100.228,374966584,88.704,26211594.0,,434602900,425159600,422065300,412875500,87.7633,88.7222,100.2476,375039600
석면해체,충남,충청남도아산교육지원청,204629000,186026364,87.745,207562900,101.4337,183679989,89.762,12679898.0,,209313000,206073700,210630800,204234100,87.7773,89.7932,101.4689,183743073
석면해체,충남,충청남도아산교육지원청,288569000,262335455,87.745,287375075,99.5862,254342346,88.139,17830162.0,,284399200,282806300,294401000,287893800,87.7752,88.1674,99.6185,254424000
석면해체,충남,충청남도아산교육지원청,290430000,264027273,87.745,293324175,100.9965,259543001,89.365,17671998.0,,295416700,289439700,290554900,297885400,87.757,89.3765,101.0096,259576350
석면해체,충남,충청남도,406453000,369502728,87.745,407022075,100.14,358349028,88.164,9853181.0,,410054200,400226200,416866400,400941500,87.7602,88.1798,100.157,358409700
석면해체,충남,충청남도논산계룡교육지원청,394189000,358353637,87.745,396508825,100.5885,350874745,89.011,24137706.0,,391035500,402183200,395064100,397752500,87.7762,89.0412,100.6221,350991000
석면해체,충남,충청남도공주교육지원청,335670000,305154545,87.745,337971075,100.6855,299148198,89.119,21178930.0,,336197100,332451000,339150900,344085300,87.7785,89.1513,100.7216,299254475
석면해체,충남,충청남도천안교육지원청,246832000,224392727,87.745,246206925,99.7467,217954136,88.3,15666010.0,,242250800,241697900,251331800,249547200,87.7557,88.3106,99.7582,217979000
석면해체,충남,충청남도보령교육지원청,469650000,426954546,87.745,464861975,98.9805,411526255,87.624,29645977.0,,456067800,457481400,480203100,465695600,87.8107,87.6849,99.0499,411812199
석면해체,충남,충청남도서산교육청 팔봉중학교,161634000,146940000,87.745,160033050,99.0,141663377,88.0,10137716.0,,162430900,158839400,157040400,161821500,87.7845,87.6812,99.0,141722640
석면해체,충남,충청남도논산계룡교육지원청,190672000,173338182,87.745,190038525,99.6677,168192552,88.21,11776808.0,,188954100,187489700,194123200,189587100,87.747,88.2122,99.6699,168196121
석면해체,충남,충청남도서산교육청 대산중학교,198836000,180760000,87.745,198415500,99.7885,175690159,88.359,12978194.0,,200442600,200844300,198064600,194310500,87.7677,88.3805,99.8126,175732300
석면해체,충남,충청남도논산계룡교육지원청,201391000,183082727,87.745,200360400,99.4882,177341417,88.058,12526995.0,,202414100,199767800,197393400,201866300,87.7516,88.0644,99.4953,177353890
석면해체,충남,충청남도천안교육지원청,489395000,444905000,87.745,488577750,99.833,432415001,88.357,30293382.0,,491856700,486116100,480042700,496295500,87.7478,88.3596,99.836,432427850
석면해체,충남,충청남도천안교육지원청,183644000,166949800,87.745,184021425,100.2055,162864999,88.685,11386369.0,,182356700,183309800,185948800,184470400,87.7513,88.6911,100.2123,162876030
석면해체,충남,충청남도천안교육지원청,476692000,433356400,87.745,473493450,99.329,418995111,87.896,28790560.0,,469441600,463139700,477502400,483890100,87.7553,87.906,99.3399,419041000
석면해체,충남,국방부계룡대근무지원단,3610000,3284545,87.745,3601734,99.771,3160342,87.544,,,3564925,3574019,3585793,3682200,87.7619,87.5609,99.7902,3160952
석면해체,충남,충청남도당진교육지원청,200640000,182400000,87.745,201721500,100.539,178510712,88.97,12322983.0,,203960600,202690600,202020500,198214300,87.7508,88.9761,100.5452,178521740
석면해체,충남,충청남도 건설본부,41667000,37879090,87.745,41264975,99.0351,36207953,86.898,,,40542900,41830800,40643300,42042900,87.7654,86.9186,99.0582,36216400
석면해체,충남,국방부계룡대근무지원단,16290000,14816363,87.745,16343806,100.3303,14340873,88.034,,,16134491,16175889,16485581,16579264,87.7454,88.0352,100.3308,14340950
석면해체,충남,한국농어촌공사 충남지역본부논산지사,25700000,23363636,87.745,25809575,100.4263,22646612,88.119,,,26153100,25326600,26067800,25690800,87.747,88.1211,100.4286,22647130
석면해체,전국,한국남동발전(주) 영흥발전본,163924200,149022000,87.745,164325985,100.2451,144187836,87.96,,,162587423,163721846,166847544,164147125,88.1175,88.3335,100.6707,144800000
석면해체,충남,대전광역시교육청,9240000,8400000,87.745,9221650,99.8014,8091537,87.57,,,9460100,9218700,9026600,9181200,87.7489,87.5746,99.8058,8091900
석면해체,충남,충청남도 서산시,89480000,81346582,87.745,90156500,100.756,79107821,88.408,,,87937400,91338500,90518000,90832100,87.8311,88.4951,100.8549,79185500
석면해체,충남,국방부계룡대근무지원단,4050000,3690909,87.745,4081416,100.7757,3581239,88.425,,,4032901,4050000,4111763,4131000,87.7781,88.459,100.8137,3582590
석면해체,충남,국방부계룡대근무지원단,15040000,13680000,87.745,15149343,100.727,13292792,88.382,,,14934320,15011066,15311186,15340800,87.7744,88.4125,100.7608,13297250
석면해체,전국,국군재정관리단,2339991176,2169810000,86.745,2345320588,100.2277,2057127011,87.911,171095179.0,2101014133,2317764771,2336735409,2339991176,2386790999,87.0752,88.2186,100.2581,2064308115
석면해체,전국,국군재정관리단,2717817647,2520158181,86.745,2716937207,99.9676,2381901707,87.64,189321207.0,2419391035,2683447549,2705876707,2712456823,2765967750,86.7458,86.7458,99.9684,2381922800
석면해체,충남,국군재정관리단,109850000,101860911,87.745,108574725,98.839,95268893,86.726,,,107653000,108191485,108753527,109700888,87.816,86.7965,98.919,95346000
석면해체,충남,국방부계룡대근무지원단,8710000,7930000,87.745,8645542,99.2599,7586031,87.095,,,8535800,8579851,8627753,8838765,87.7538,87.1044,99.27,7586800
석면해체,충남,충청남도서산교육청 서령중학교,33381000,30346363,87.745,33710850,100.9881,29579586,88.612,,,32819200,34369800,33569700,34084700,89.4814,90.3656,102.9867,30164974
석면해체,충남,공주대학교,44946000,40860000,87.745,45206100,100.5786,39666093,88.252,,,45308800,44134800,45771300,45609500,87.7482,88.256,100.5824,39667554
석면해체,충남,대전지방조달청,75143000,69930000,87.745,75189650,100.062,65975159,87.799,,,76065800,74567500,75744200,74381100,87.7627,87.8172,100.0823,65988490
석면해체,충남,공주대학교,48356000,43960000,88.0,48314575,99.9143,42393624,87.669,,,47498700,48795100,49058200,47906300,87.7477,87.6725,99.9174,42394930
석면해체,충남,국방부계룡대근무지원단,13150000,12198181,87.745,13223903,100.562,11603314,88.238,,,13089991,13209834,13244365,13351422,87.7653,88.2585,100.5852,11606000
석면해체,충남,국군재정관리단,12635294,11716999,87.745,12555345,99.3672,11016688,87.189,,,12382589,12478028,12635294,12725472,87.7703,87.2149,99.3959,11019870
석면해체,충남,공군방공관제사령부,72008730,67426363,87.745,72149132,100.1949,63307256,87.916,,,71311682,71872451,72302474,73109922,87.7458,87.9168,100.1959,63307840
석면해체,충남,공군방공관제사령부,75760190,70939090,87.745,76118723,100.4732,66790374,88.16,,,75017946,76293655,76475710,76687584,87.7523,88.1676,100.4817,66796000
석면해체,충남,충청남도보령교육지원청,263890000,239900000,87.745,258560800,97.9805,228897748,86.739,16512229.0,,258992300,257620000,260773500,256857400,87.9632,86.94,98.2086,229426000
석면해체,충남,육군훈련소,210294840,191177127,87.745,208129805,98.9704,184445054,87.707,14863777.0,180582014,206088944,207197454,209198267,210034556,87.763,87.7244,98.9894,184480000
석면해체,전국,국군재정관리단,140874000,128067362,87.745,139607002,99.1006,123677837,87.793,9626048.0,123018269,138791071,139363543,139956759,140316637,87.7453,87.7935,99.1009,123678300
석면해체,전국,국군재정관리단,108660000,98782365,87.745,107457751,98.8935,95195999,87.609,7402650.0,94603852,106905264,107059818,107205925,108660000,87.7461,87.6101,98.8947,95197170
석면해체,전국,국군재정관리단,72781088,66637161,87.745,72940703,100.2193,64516402,88.644,4198949.0,62944147,72656354,72905397,73035659,73165405,87.7531,88.6521,100.228,64522000
석면해체,충남,육군훈련소,33601200,30546545,87.745,33276251,99.0329,29198247,86.896,,,32929176,33194102,33380526,33601200,87.7508,86.9021,99.0394,29200180
석면해체,충남,충청남도 건설본부,52755000,47959091,87.745,52615775,99.736,46167712,87.513,,,52095100,52446400,51770100,54151500,87.7452,87.5136,99.7363,46167850
석면해체,"전국,경남",제7001부대,54349000,49408181,87.745,53713731,98.8311,47131114,86.719,,,53406562,53471873,53916740,54059751,87.8348,86.8082,98.9323,47179400
석면해체,충남,국군재정관리단,15109000,13736273,87.745,15027596,99.4612,13185965,87.272,,,14957910,15030513,15051026,15070935,87.7585,87.2857,99.4765,13188000
석면해체,충남,충청남도 서산시,57930000,52663881,87.745,58652550,101.2472,51464680,88.839,,,58893400,58579400,59226500,57910900,87.7503,88.8448,101.2534,51467840
석면해체,충남,충청남도 서산시,47430000,43125912,87.745,47146425,99.4021,41368631,87.22,,,48509600,47773900,46218200,46084000,87.8911,87.3657,99.5677,41437552
석면해체,충남,충청남도 서산시,69750000,63409408,87.745,69560700,99.7286,61036037,87.506,,,68686400,68738700,69181600,71636100,88.0328,87.7939,100.0557,61236260
석면해체,충남,충청남도 서산시,53850000,48954799,87.745,53813975,99.9331,47219073,87.686,,,52532900,54702000,54926500,53094500,87.9022,87.8434,100.1122,47303698
석면해체,충남,국군재정관리단,21240360,19377273,87.745,21203828,99.828,18605299,87.594,,,21059817,21176501,21274913,21304081,87.7504,87.5995,99.8342,18606460
석면해체,충남,육군군수사령부,93539215,86736363,87.745,93714183,100.187,82229510,87.909,,,91668431,93539215,94714888,94934200,87.746,87.9101,100.1881,82230450
석면해체,충남,국방부계룡대근무지원단,15160000,13782727,87.745,14985481,98.8488,13149011,86.734,,,14856800,14997010,15008400,15079717,87.7519,86.7417,98.8565,13150045
석면해체,충남,국방부계룡대근무지원단,25462000,23147272,87.745,25318375,99.4359,22215609,87.25,,,25017660,25363158,25430682,25462000,87.753,87.258,99.445,22217636
석면해체,충남,공주대학교,35926000,32660000,87.745,35703575,99.3808,31328102,87.201,,,35273600,35314200,36291800,35934700,87.7477,87.2045,99.384,31329100
석면해체,충남,과학기술정보통신부 우정사업본부 충청지방우정청,31288000,28443637,87.745,31395450,100.3434,27547938,88.046,,,31904100,30968300,31686700,31022700,87.7465,88.0478,100.3451,27548420
석면해체,충남,충청남도 서산시,74820000,68018182,87.745,73507525,98.2458,64499178,86.205,,,72605400,73242100,74231200,73951400,88.3761,86.8258,98.9525,64963120
석면해체,충남,충청남도 서산시,67720000,61563637,87.745,68385400,100.9825,60004770,88.607,,,66152300,69379200,69637900,68372200,88.0664,88.9317,101.3525,60224600
석면해체,전국,국군재정관리단,1162681000,1056983017,77.995,1153334399,99.1961,899543165,77.368,,,1147027861,1150213966,1153414770,1162681000,95.3756,94.6089,121.3012,1100000000
석면해체,전국,국군재정관리단,1793437000,1630397635,77.995,1781563402,99.3379,1389530376,77.478,,,1771859409,1781592548,1784042909,1788758744,78.5826,78.0624,100.0864,1400000000
석면해체,"전국,대전",국방기술품질원,66710000,60645460,87.745,66714725,100.007,58538836,87.751,,,66714100,67762700,66304500,66077600,87.7592,87.7654,100.0232,58548320
석면해체,충남,공주대학교,166397000,151270000,87.745,165100800,99.221,144867697,87.061,,,163353600,166590100,166716500,163743000,87.7575,87.0739,99.2351,144888400
석면해체,충남,국방부계룡대근무지원단,4590000,4264545,87.745,4577408,99.7256,4016447,87.504,,,4498200,4570951,4581217,4659265,87.7533,87.5126,99.7351,4016830
석면해체,충남,국방부계룡대근무지원단,13080000,12134545,87.745,13072115,99.9397,11470128,87.692,,,12818400,13019536,13208386,13242139,87.7649,87.712,99.9623,11472730
석면해체,충남,공주대학교,285494000,259540000,87.745,286491150,100.3492,253258462,88.708,15314583.0,215690625,288880000,284320700,283047400,289716500,87.7498,88.7134,100.3545,253271560
석면해체,충남,충청남도 충남도립대학교,64226000,58387272,87.745,64074150,99.7635,56668490,88.232,3644445.0,,64788000,65298000,63326900,62883700,87.7465,88.2344,99.7652,56669440
비계구조[대],전국,한국전력공사 전력연구원,107836000,98033545,87.745,107658472,99.8353,94953243,88.053,3984632.0,75231162,108147051,106334069,106888742,109264023,87.7458,88.0541,99.8362,94954073
비계구조[대],전국,국군재정관리단,2640294110,2448272728,86.745,2633964308,99.7602,2304805335,87.293,150682728.0,2356188890,2587488228,2621673397,2640294110,2686401499,86.7483,87.2966,99.7638,2304888600
석면해체,충남,제32보병사단,17415686,16149091,87.745,17469395,100.3083,15328521,88.015,,,17196335,17415686,17586458,17679101,87.7455,88.0161,100.3089,15328610
석면해체,충남,국군재정관리단,301942150,279982731,87.745,301847437,99.9686,267571883,88.616,22161150.0,266563470,299020975,299723095,300664688,307980993,87.7673,88.6376,99.9921,267634323
석면해체,충남,국방부계룡대근무지원단,7530390,6982727,87.745,7601566,100.9451,6669995,88.574,,,7496764,7582582,7645921,7680997,87.7676,88.5971,100.9712,6671714
비계구조[대],충남,제2작전사령부,609715686,565372727,87.745,604783904,99.1911,534827132,87.717,33941205.0,530832380,597521373,600762315,605296359,615555570,87.7742,87.7448,99.2223,534993990
비계구조[대],충남,충청남도 서산시,101070000,91881819,87.745,100997800,99.9285,88986648,88.044,2987576.0,,101901900,99117400,103742300,99229600,87.8186,88.1159,100.0099,89058800
비계구조[대],충남,충청남도 서산시,54930000,49275886,87.745,54857975,99.8688,48202233,87.752,547547.0,,54831200,55117900,56052300,53430500,87.8305,87.8367,99.9652,48248700
비계구조[대],충남,충청남도 홍성군,413480000,375890909,87.745,413143075,99.9185,365100617,88.299,21119751.0,352506295,422659300,409630600,413174100,407108300,87.7637,88.3172,99.9387,365174210
